title,genre,release_time,time,screening_rat,director,num_staff,num_actor,movieNm,movieCd,openDt,audiAcc
22 블렛,"[dict_values(['액션']), dict_values(['범죄'])]",20101014,118,청소년관람불가,리샤르 베리,0,2,22 블렛,20100980,2010-10-14,104545.0
먹고 기도하고 사랑하라,"[dict_values(['드라마']), dict_values(['멜로/로맨스'])]",20100930,139,15세이상관람가,라이언 머피,0,2,먹고 기도하고 사랑하라,20100991,2010-09-30,483027.0
아저씨,"[dict_values(['액션']), dict_values(['드라마'])]",20100804,119,청소년관람불가,이정범,358,50,아저씨,20100214,2010-08-04,6165804.0
참을 수 없는,"[dict_values(['멜로/로맨스']), dict_values(['드라마'])]",20101021,114,청소년관람불가,권칠인,199,13,참을 수 없는,20100057,2010-10-21,67271.0
된장,"[dict_values(['미스터리']), dict_values(['드라마'])]",20101021,105,12세이상관람가,이서군,224,22,된장,20101004,2010-10-21,42004.0
적인걸: 측천무후의 비밀,"[dict_values(['액션']), dict_values(['범죄']), dict_values(['미스터리']), dict_values(['스릴러'])]",20101006,123,12세이상관람가,서극,0,5,적인걸: 측천무후의 비밀,20100977,2010-10-06,455135.0
검우강호,[dict_values(['액션'])],20101014,112,15세이상관람가,오우삼,0,4,검우강호,20100979,2010-10-14,306644.0
플래닛 51,"[dict_values(['애니메이션']), dict_values(['코미디']), dict_values(['어드벤처']), dict_values(['가족'])]",20101021,91,전체관람가,호르헤 블랑코,0,6,플래닛 51,20090946,2010-10-21,37712.0
방가? 방가!,"[dict_values(['코미디']), dict_values(['드라마'])]",20100930,110,12세이상관람가,육상효,168,13,방가? 방가!,20100835,2010-09-30,963106.0
월 스트리트: 머니 네버 슬립스,"[dict_values(['드라마']), dict_values(['범죄']), dict_values(['스릴러'])]",20101021,133,12세이상관람가,올리버 스톤,0,5,월 스트리트: 머니 네버 슬립스,20090950,2010-10-21,234859.0
시라노; 연애조작단,"[dict_values(['멜로/로맨스']), dict_values(['코미디'])]",20100916,121,12세이상관람가,김현석,216,24,시라노; 연애조작단,20100834,2010-09-16,2675992.0
파라노말 액티비티 2,[dict_values(['공포(호러)'])],20101021,90,12세이상관람가,토드 윌리엄스,0,2,파라노말 액티비티 2,20101015,2010-10-21,354265.0
나탈리,"[dict_values(['멜로/로맨스']), dict_values(['드라마'])]",20101028,90,청소년관람불가,주경중,162,10,나탈리,20101007,2010-10-28,91682.0
레터스 투 줄리엣,"[dict_values(['멜로/로맨스']), dict_values(['코미디'])]",20101006,105,12세이상관람가,게리 위닉,2,4,레터스 투 줄리엣,20100975,2010-10-06,576731.0
하비의 마지막 로맨스,"[dict_values(['멜로/로맨스']), dict_values(['드라마'])]",20101028,92,12세이상관람가,조엘 홉킨스,0,2,하비의 마지막 로맨스,20101047,2010-10-28,24876.0
스즈미야 하루히의 소실,"[dict_values(['코미디']), dict_values(['SF'])]",20101111,163,12세이상관람가,이시하라 타츠야,0,3,스즈미야 하루히의 소실,20101165,2010-11-11,12607.0
가디언의 전설,"[dict_values(['애니메이션']), dict_values(['어드벤처']), dict_values(['판타지'])]",20101028,96,전체관람가,잭 스나이더,0,3,가디언의 전설,20101006,2010-10-28,289786.0
대지진,[dict_values(['드라마'])],20101104,136,전체관람가,펑샤오강,0,5,대지진,20101038,2010-11-04,50973.0
데블,[dict_values(['공포(호러)'])],20101104,80,15세이상관람가,존 에릭 도들,0,8,데블,20101069,2010-11-04,115478.0
돌이킬 수 없는,"[dict_values(['미스터리']), dict_values(['드라마'])]",20101104,88,15세이상관람가,박수영,145,17,돌이킬 수 없는,20101039,2010-11-04,63522.0
심야의 F.M.,"[dict_values(['스릴러']), dict_values(['범죄'])]",20101014,106,청소년관람불가,김상만,273,18,심야의 F.M.,20100302,2010-10-14,1199895.0
쏘우 3D,[dict_values(['공포(호러)'])],20101118,89,청소년관람불가,케빈 그루터트,0,4,쏘우 3D,20101011,2010-11-18,95228.0
레드,[dict_values(['액션'])],20101103,111,15세이상관람가,로베르트 슈벤트케,0,6,레드,20101008,2010-11-03,479493.0
불량남녀,[dict_values(['코미디'])],20101104,108,15세이상관람가,신근호,196,23,불량남녀,20101009,2010-11-04,478202.0
두 여자,"[dict_values(['멜로/로맨스']), dict_values(['드라마'])]",20101118,105,청소년관람불가,정윤수,196,30,두 여자,20101109,2010-11-18,109863.0
듀 데이트,[dict_values(['코미디'])],20101124,95,청소년관람불가,토드 필립스,0,6,듀 데이트,20101132,2010-11-24,51586.0
렛 미 인,"[dict_values(['드라마']), dict_values(['판타지']), dict_values(['공포(호러)']), dict_values(['미스터리'])]",20101118,116,15세이상관람가,맷 리브스,0,4,렛 미 인,20101170,2010-11-18,163335.0
언스토퍼블,"[dict_values(['액션']), dict_values(['스릴러']), dict_values(['드라마'])]",20101110,98,12세이상관람가,토니 스콧,0,2,언스토퍼블,20101070,2010-11-10,445025.0
페스티발,[dict_values(['코미디'])],20101118,110,청소년관람불가,이해영,312,25,페스티발,20101012,2010-11-18,195652.0
초능력자,"[dict_values(['SF']), dict_values(['드라마'])]",20101110,114,15세이상관람가,김민석,388,39,초능력자,20101010,2010-11-10,2123861.0
소셜 네트워크,[dict_values(['드라마'])],20101118,120,15세이상관람가,데이빗 핀처,0,5,소셜 네트워크,20101013,2010-11-18,502911.0
더 콘서트,"[dict_values(['드라마']), dict_values(['코미디'])]",20101125,122,전체관람가,라두 미하일레아누,1,2,더 콘서트,20101206,2010-11-25,97367.0
스위치,"[dict_values(['멜로/로맨스']), dict_values(['코미디'])]",20101201,102,15세이상관람가,조쉬 고든,0,2,스위치,20101118,2010-12-01,76111.0
라스트 엑소시즘,"[dict_values(['공포(호러)']), dict_values(['스릴러'])]",20101201,86,15세이상관람가,다니엘 스탬,0,3,라스트 엑소시즘,20101140,2010-12-01,101316.0
워리어스 웨이,"[dict_values(['액션']), dict_values(['판타지'])]",20101201,100,15세이상관람가,이승무,4,4,워리어스 웨이,20101014,2010-12-01,425427.0
스카이 라인,"[dict_values(['액션']), dict_values(['스릴러']), dict_values(['SF'])]",20101124,93,12세이상관람가,콜린 스트로즈,0,7,스카이 라인,20101133,2010-11-24,859323.0
부당거래,"[dict_values(['범죄']), dict_values(['드라마'])]",20101028,119,청소년관람불가,류승완,313,53,부당거래,20100213,2010-10-28,2721631.0
이층의 악당,"[dict_values(['코미디']), dict_values(['미스터리'])]",20101124,115,15세이상관람가,손재곤,295,14,이층의 악당,20101113,2010-11-24,592211.0
나는 나비,[dict_values(['다큐멘터리'])],20101202,100,전체관람가,정흠문,20,3,나는 나비,20101208,2010-12-02,4396.0
베리드,[dict_values(['드라마'])],20101208,95,15세이상관람가,로드리고 코르테스,0,1,베리드,20101138,2010-12-08,60773.0
톨스토이의 마지막 인생,"[dict_values(['드라마']), dict_values(['멜로/로맨스'])]",20101215,112,15세이상관람가,마이클 호프만,1,5,톨스토이의 마지막 인생,20101227,2010-12-15,45439.0
투어리스트,"[dict_values(['드라마']), dict_values(['스릴러'])]",20101209,100,15세이상관람가,플로리안 헨켈 폰 도너스마르크,0,2,투어리스트,20101212,2010-12-09,889155.0
김종욱 찾기,"[dict_values(['멜로/로맨스']), dict_values(['드라마'])]",20101208,112,12세이상관람가,장유정,277,35,김종욱 찾기,20101200,2010-12-08,1069295.0
나니아 연대기: 새벽 출정호의 항해,"[dict_values(['판타지']), dict_values(['가족']), dict_values(['어드벤처'])]",20101208,112,전체관람가,마이클 앱티드,0,8,나니아 연대기: 새벽 출정호의 항해,20101213,2010-12-08,1130635.0
쓰리 데이즈,"[dict_values(['범죄']), dict_values(['스릴러']), dict_values(['액션'])]",20101222,133,15세이상관람가,폴 해기스,0,2,쓰리 데이즈,20101378,2010-12-22,251312.0
아메리칸,"[dict_values(['범죄']), dict_values(['드라마'])]",20101229,105,청소년관람불가,안톤 코르빈,0,1,아메리칸,20101071,2010-12-29,57049.0
쩨쩨한 로맨스,"[dict_values(['코미디']), dict_values(['멜로/로맨스'])]",20101201,118,청소년관람불가,김정훈,254,17,쩨쩨한 로맨스,20101221,2010-12-01,2040385.0
극장판 포켓 몬스터 DP 「환영의 패왕 조로아크」,[dict_values(['애니메이션'])],20101223,97,전체관람가,유야마 쿠니히코,0,3,극장판 포켓 몬스터 DP 「환영의 패왕 조로아크」,20101226,2010-12-23,344647.0
트론: 새로운 시작,"[dict_values(['SF']), dict_values(['스릴러']), dict_values(['액션'])]",20101229,125,12세이상관람가,조셉 코신스키,1,3,트론: 새로운 시작,20101225,2010-12-29,431408.0
극장판 메탈 베이블레이드 VS 태양 작열의 침략자 솔블레이즈,[dict_values(['애니메이션'])],20110105,76,전체관람가,스기시마 쿠니히사,0,0,극장판 메탈 베이블레이드 VS 태양 작열의 침략자 솔블레이즈,20102413,2011-01-05,55296.0
새미의 어드벤쳐,"[dict_values(['애니메이션']), dict_values(['어드벤처'])]",20101215,85,전체관람가,벤 스타센,0,6,새미의 어드벤쳐,20101348,2010-12-15,959380.0
해리 포터와 죽음의 성물1,"[dict_values(['미스터리']), dict_values(['판타지'])]",20101215,146,전체관람가,데이빗 예이츠,0,3,해리 포터와 죽음의 성물1,20101224,2010-12-15,2820200.0
세인트 클라우드,"[dict_values(['멜로/로맨스']), dict_values(['판타지'])]",20110113,99,12세이상관람가,버 스티어스,0,1,세인트 클라우드,20110023,2011-01-13,36296.0
황해,"[dict_values(['스릴러']), dict_values(['액션']), dict_values(['범죄'])]",20101222,156,청소년관람불가,나홍진,467,47,황해,20101222,2010-12-22,2256519.0
심장이 뛴다,[dict_values(['드라마'])],20110105,114,15세이상관람가,윤재근,229,29,심장이 뛴다,20101399,2011-01-05,1018798.0
시즌 오브 더 위치: 마녀 호송단,"[dict_values(['어드벤처']), dict_values(['드라마']), dict_values(['판타지'])]",20110113,94,15세이상관람가,도미닉 세나,1,3,시즌 오브 더 위치: 마녀 호송단,20110029,2011-01-13,431740.0
라스트 갓파더,[dict_values(['코미디'])],20101229,103,12세이상관람가,심형래,63,7,라스트 갓파더,20101209,2010-12-29,2536178.0
아프리카 마법여행,"[dict_values(['어드벤처']), dict_values(['드라마']), dict_values(['가족']), dict_values(['판타지'])]",20110120,93,전체관람가,조르디 롬파르트,0,1,아프리카 마법여행,20119155,2011-01-20,45237.0
꿀벌 하치의 대모험,[dict_values(['애니메이션'])],20110113,95,전체관람가,아미노 테츠로,0,1,꿀벌 하치의 대모험,20110030,2011-01-13,75352.0
러브 & 드럭스,"[dict_values(['멜로/로맨스']), dict_values(['코미디'])]",20110113,112,청소년관람불가,에드워드 즈윅,0,1,러브 & 드럭스,20110031,2011-01-13,512094.0
가필드 펫 포스 3D,"[dict_values(['애니메이션']), dict_values(['코미디']), dict_values(['가족'])]",20110127,73,전체관람가,마크 A.Z. 디페,85,2,가필드 펫 포스 3D,20119137,2011-01-27,27331.0
헬로우 고스트,"[dict_values(['코미디']), dict_values(['드라마'])]",20101222,111,12세이상관람가,김영탁,272,17,헬로우 고스트,20101223,2010-12-22,3016304.0
메가마인드,[dict_values(['애니메이션'])],20110113,95,전체관람가,톰 맥그라스,0,2,메가마인드,20102421,2011-01-13,867173.0
그린 호넷,[dict_values(['드라마'])],20110127,118,15세이상관람가,미셸 공드리,0,3,그린 호넷,20102418,2011-01-27,191693.0
타운,"[dict_values(['드라마']), dict_values(['범죄']), dict_values(['스릴러'])]",20110127,124,청소년관람불가,벤 애플렉,0,3,타운,20102419,2011-01-27,94979.0
혈투,"[dict_values(['액션']), dict_values(['사극'])]",20110224,111,15세이상관람가,박훈정,250,9,혈투,20101003,2011-02-24,1444.0
걸리버 여행기,"[dict_values(['코미디']), dict_values(['어드벤처'])]",20110127,87,전체관람가,롭 레터맨,0,1,걸리버 여행기,20102417,2011-01-27,1754718.0
최후의 툰드라-극장판,[dict_values(['다큐멘터리'])],20110217,101,전체관람가,이승재,53,1,최후의 툰드라-극장판,20119501,2011-02-17,1951.0
상하이,"[dict_values(['드라마']), dict_values(['미스터리']), dict_values(['멜로/로맨스'])]",20110127,103,15세이상관람가,미카엘 하프스트롬,1,3,상하이,20119277,2011-01-27,269048.0
평양성,"[dict_values(['전쟁']), dict_values(['코미디']), dict_values(['드라마'])]",20110127,117,12세이상관람가,이준익,381,43,평양성,20102415,2011-01-27,1676099.0
글러브,[dict_values(['드라마'])],20110120,144,전체관람가,강우석,221,26,글러브,20102416,2011-01-20,1873130.0
127시간,"[dict_values(['드라마']), dict_values(['스릴러'])]",20110217,93,15세이상관람가,대니 보일,0,1,127시간,20119358,2011-02-17,160379.0
생텀,"[dict_values(['어드벤처']), dict_values(['드라마']), dict_values(['액션']), dict_values(['스릴러'])]",20110210,108,15세이상관람가,앨리스터 그리어슨,0,4,생텀,20119418,2011-02-10,463399.0
친구와 연인사이,"[dict_values(['코미디']), dict_values(['멜로/로맨스'])]",20110210,108,청소년관람불가,이반 라이트만,0,2,친구와 연인사이,20119508,2011-02-10,262230.0
아따맘마 - 극장판,"[dict_values(['애니메이션']), dict_values(['가족']), dict_values(['코미디'])]",20110217,95,전체관람가,야스미 테츠오,0,2,아따맘마 - 극장판,20119585,2011-02-17,51301.0
메카닉,"[dict_values(['드라마']), dict_values(['액션']), dict_values(['스릴러'])]",20110224,92,청소년관람불가,사이먼 웨스트,0,2,메카닉,20119427,2011-02-24,187045.0
라푼젤,"[dict_values(['애니메이션']), dict_values(['코미디']), dict_values(['멜로/로맨스']), dict_values(['가족'])]",20110210,100,전체관람가,바이론 하워드,3,2,라푼젤,20101395,2011-02-10,980070.0
알파 앤 오메가,"[dict_values(['애니메이션']), dict_values(['어드벤처']), dict_values(['코미디']), dict_values(['가족'])]",20110224,88,전체관람가,안소니 벨,1,4,알파 앤 오메가,20119556,2011-02-24,212056.0
만추,[dict_values(['멜로/로맨스'])],20110217,113,15세이상관람가,김태용,115,3,만추,19820019,2011-02-17,837633.0
"사랑한다, 사랑하지 않는다",[dict_values(['멜로/로맨스'])],20110303,105,15세이상관람가,이윤기,131,5,"사랑한다, 사랑하지 않는다",20119507,2011-03-03,50901.0
언노운,"[dict_values(['드라마']), dict_values(['스릴러']), dict_values(['액션'])]",20110217,113,15세이상관람가,자움 콜렛 세라,0,2,언노운,20119429,2011-02-17,515826.0
파이터,[dict_values(['드라마'])],20110310,114,15세이상관람가,데이빗 O. 러셀,0,2,파이터,2009A362,2011-03-10,111473.0
컨트롤러,"[dict_values(['스릴러']), dict_values(['드라마']), dict_values(['멜로/로맨스'])]",20110303,105,12세이상관람가,조지 놀피,0,2,컨트롤러,20119430,2011-03-03,369720.0
조선명탐정 : 각시투구꽃의 비밀,"[dict_values(['코미디']), dict_values(['액션'])]",20110127,115,12세이상관람가,김석윤,217,19,조선명탐정 : 각시투구꽃의 비밀,20102414,2011-01-27,4777353.0
아이들...,"[dict_values(['범죄']), dict_values(['스릴러'])]",20110217,132,15세이상관람가,이규만,300,33,아이들...,20119341,2011-02-17,1858148.0
